,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
5,Albania,0.18330278678284065,0.17856889755923283,0.18815479546162808,0.17864524084471686,0.19030278927024916,0.16735311740729994,0.16514657799446197,0.0,0.10518099803262022,0.12533415628062405,0.1872810777359283,0.17357531743105709,0.1741539980555379,0.18179713851601884,0.18712279033464824,0.18341171852928967,0.19251055315203958,0.19077861213576802,0.19253120080512479,0.1936795243072861,0.18669463598379119,0.1840877604281183,0.18148997252299723,0.18687627394913364,0.1879882000064723,0.19678834284951482,0.19426800877249917,0.19776768255947139,0.19642505092861126,0.19658540267338973,0.19724368886370847
9,Argentina,0.1540058432558967,0.1019513966927557,0.010083270016403603,0.05022177030106839,0.04094913741803126,0.0851910608451501,0.08515219877982191,0.09904584000622807,0.0648162413077588,0.053107284733070886,0.07733088429695117,0.07023600079770023,0.0,0.10954315166200393,0.22114726215112598,0.24863257245122672,0.26674849260341615,0.2656326963443478,0.23144652931235338,0.1917330770183498,0.2370523816310491,0.22095909142560818,0.20373349506342836,0.14268687822914322,0.12379269451168214,0.18783756713127234,0.22379345404029055,0.2732164111971406,0.2662314779603588,0.2817107871101235,0.2685210834163323
10,Armenia,0.11790901802784082,0.1094244202790011,0.0,0.0274187001084387,0.12559722452310632,0.16181213364519403,0.16203420153338122,0.17455447738720384,0.18071868019728168,0.18312319350618236,0.18155196570844298,0.184014813930273,0.20281398167388462,0.19189242251441493,0.18766742911622408,0.2129398946303486,0.19061058808910383,0.19199071738925477,0.17010932149675198,0.1694148048880138,0.2129160313656015,0.1968385990212986,0.20344896523218342,0.20589479796094232,0.19671728190032264,0.19390128024496983,0.1815979087686729,0.19964655911032883,0.22068834153919115,0.19684278394005864,0.21881185741031603
13,Australia,0.0,0.04662434602674625,0.09759753040404809,0.06433605218673838,0.08359078998985656,0.04651022494384147,0.053148108021729396,0.046284546076616986,0.08378568854104439,0.03201315775938699,0.06137550267244165,0.08156033768826929,0.0654107242020852,0.136754048713546,0.18108544009479288,0.18917727305658427,0.1716396507324812,0.2023969362898634,0.20150304343727776,0.20444859477070418,0.23862302399739818,0.2267795513729883,0.23486982217395383,0.2363912274350392,0.241261204895165,0.2502339144817302,0.2606034378686723,0.2789828778702448,0.27045183897878905,0.26939923038101493,0.2747514413456058
14,Austria,0.05860962462140861,0.0,0.029314555404893358,0.10558986408544284,0.07384867583095106,0.11829098756963691,0.03064748126899904,0.17069393338313382,0.12460328950531221,0.1965883545799782,0.1047332538613916,0.1561803896259752,0.17833782960523914,0.24190588405254576,0.2058084068886502,0.22743118520951464,0.199638843774468,0.2657317708585626,0.2135116613722115,0.2427300767333274,0.21542930306226105,0.14846169385852284,0.13423685871859334,0.20357737290090525,0.2721526695980123,0.26954138170583286,0.2399478102674428,0.1801737063918712,0.12133444970871993,0.15773728427874592,0.20456469910178485
15,Azerbaijan,0.11608766372252784,0.10413706424091744,0.0,0.04803135090625223,0.04070665395652104,0.07148096734853339,0.09486646744634084,0.15313229205954584,0.1561784044241294,0.17547950765650738,0.18406734833728497,0.1888138175632829,0.192603327157808,0.18999484131131408,0.1996381153246438,0.21027827172760877,0.19682421926045587,0.20785551776031744,0.20746810692827808,0.20583502547738977,0.20344173319064182,0.20242647158506707,0.20731697945115177,0.2005821172153275,0.19563709539796703,0.20683808150112706,0.2244843385635185,0.22012876258146627,0.2150540367553556,0.2269482743302638,0.2039141844611858
16,Burundi,0.18052160222863436,0.15719477093309364,0.09415279955818173,0.07871003907782663,0.05475098171739205,0.0,0.008410231118324672,0.02297080944511462,0.11400346074346536,0.09991647991213623,0.09733780010925856,0.03316801562925833,0.0755758909097233,0.07836317069016158,0.11199524449833397,0.1431109535247485,0.2002825887200231,0.2171979829064112,0.2413634287592533,0.2274631109497462,0.23187459908486716,0.23097247525269216,0.22486555044309373,0.22316581183319575,0.2121032283671945,0.2594204894117439,0.1991868754832826,0.25374695010482523,0.2640234726818508,0.2691400952783147,0.28697507896522795
17,Belgium,0.24563549795775205,0.2477695920289745,0.22589327845650642,0.198223784754593,0.22812593374202356,0.20256562945270185,0.22885503034340235,0.19965014442303713,0.14842373352128663,0.16522466628961016,0.12221928672701389,0.04149373835718571,0.0,0.11014978504188257,0.12008105568713481,0.15147053385310777,0.144825756534826,0.1552670035471371,0.15947885998201528,0.15105062581965442,0.15236030803888467,0.19221871866593104,0.15725456104738014,0.1975801933979031,0.17079171051613512,0.20604696857252394,0.14046444589613288,0.06137633518818019,0.19948346219804503,0.2565227275257646,0.2630195117305419
18,Benin,0.1570895103716567,0.0,0.019644098401213197,0.10682682470551617,0.13379936206179088,0.1339655515853464,0.1474562459455628,0.14897136291948201,0.1792569413185926,0.1599550660297561,0.13270258161976856,0.13578196696371506,0.15124114118120713,0.18191345720170538,0.15262856873060954,0.1868665172841175,0.17910954656961545,0.17250890015435874,0.18523137352910957,0.19818150991142502,0.19702103624691777,0.21283983398770945,0.2305311522665261,0.22173994598107194,0.23349950733767386,0.23184598731141598,0.1741425836393276,0.23275530730877167,0.23426440868084167,0.23214609222762744,0.22888757304621665
19,Burkina Faso,0.08657366542149161,0.025980078940857142,0.04809756976109777,0.03413677272106311,0.07525026584362383,0.12204869066101662,0.07284550487671139,0.07800430382915968,0.13684439349579647,0.12890578704829628,0.10223178347222259,0.11386064877738833,0.25261122732929836,0.25032281651769034,0.2673389276859188,0.32033159404838957,0.30820654057659297,0.24233647380647788,0.0912572419299067,0.14716391094686318,0.18957682658531266,0.28331625284550827,0.2282209353596324,0.2221686736269598,0.20966270359872982,0.24788352094493585,0.053142984331717456,0.0,0.16431731404172978,0.16632138561739646,0.18121889772944458
