Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Argentina,16.8591006158722,17.382982132833,16.1350718237481,15.5973751475223,14.4669804074766,14.6316258961135,13.7514440269638,13.311833946835,15.885080342115785,18.613031279286716,22.764507012838635
Australia,10.6188794048093,11.0472649248094,10.5370899888968,9.987683889602,9.49297875176193,9.32001528859246,8.61450892396923,8.55032440147794,9.029643736083246,10.074801391656692,11.866346418668517
Austria,15.1491399543527,15.5733709260358,14.282332052066,14.0816134772545,13.3792279402368,13.5410951655305,12.5968160524095,12.4779667308248,12.092084822128488,11.992908339050473,12.022022682938157
Belarus,23.3194095815656,22.9111457833362,21.6463722628796,20.5904595427973,19.7660536645136,20.0762763601327,18.8782395170299,18.7655799063811,20.182715550990793,22.03199542681368,24.879267496958576
Belgium,16.0093192335248,15.6984425660181,14.7418936525439,14.022669855411,13.2336213038739,13.5665230328776,12.8330875090711,12.8865184713072,14.888877589691802,17.259326996272314,20.749576867292312
Brazil,15.9552850623393,15.9127979882089,15.2854557635981,14.6099009220172,13.989934768646,13.5946556248812,12.6586760087632,12.7066294740724,11.881633415229881,11.885303784369341,12.248760919326244
Canada,8.38445726234609,8.62446106021405,8.10741049508877,7.79163612486354,7.42841986407115,7.15158214464181,6.54907476129371,6.42838313258525,5.670964578756919,5.29536926757892,4.995678708461256
Chile,25.8922916949858,27.2458670675305,25.0471553039699,23.9366936042629,22.8682518073035,22.5697925543167,20.8768704085084,21.0362990619754,20.59430031110636,21.56922237652831,23.541830718619167
China,69.4795704098502,70.5420288260625,63.8270168403804,65.5145502176156,59.767367508178,59.0634224622344,52.2113220381052,52.6645958291981,36.06958005502416,23.18866650387497,6.252841183797045
Colombia,21.4978454233525,21.3677787511874,20.5366362157463,19.2233480224231,18.3442052573323,17.3002842821175,16.580600367949,16.5272102219124,16.90586936743486,18.37059651920326,20.98006007562838
Czechia,20.6768704738304,20.0812466454923,18.7431760787781,17.996286996353,17.3912154857519,17.4164516917418,16.1005837025673,16.0712453523646,14.350875737039786,13.141241625839783,11.621686596984866
Denmark,11.9291481716307,12.6623313832271,11.1155250054339,10.8202788440922,11.0667045307585,10.6572856560768,10.0959719641464,10.0296534385694,6.516612522139486,3.221599353032314,-1.3580885787203485
"Egypt, Arab Rep.",77.4466188482818,70.7863563763293,72.7905686134078,76.2136535433823,76.5596012593709,88.213387649317,88.1485004041084,86.9994520503272,106.95204966555754,118.8701879706544,132.36503266165562
Estonia,8.51984876265417,8.4425589185044,7.81069865135747,7.48281357819371,7.70555257158518,7.00372767300566,6.82144803091977,6.73212401545877,3.775422536943701,1.009513653583685,-2.8154864027605733
