,Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
9,Argentina,13.8865198469684,14.1143132762571,14.4784027419985,14.3937749617238,13.8998936671673,13.4060123726107,12.9121310780541,12.4182497834976,11.9241710606609,11.9241710606609,11.9241710606609
13,Australia,3.331261471174,4.12570454160863,4.11821980396496,4.06399125261966,4.16025148718483,4.04705622014241,3.90755614259973,3.99790952181612,4.02677060122049,3.97463865148557,3.98386899670048
14,Austria,16.5269025690742,16.4760058167717,16.4214735821619,16.4069316529326,16.3802714493456,16.3124091129423,16.2928986912264,16.1044595249636,16.0827678138633,16.0631362094038,16.0092098885119
25,Belarus,27.279179111098,27.2485338327337,27.2155111656539,27.4001025095117,27.8958285092106,27.9705189724995,28.0006699903443,28.2134904526376,28.1407035175879,28.1477101963393,27.8845206424278
17,Belgium,27.5429326287979,27.2457067371202,26.5191545574637,26.9484808454425,26.9815059445178,27.3943196829591,28.0515191545575,27.6089828269485,28.0713342140026,28.3119550858653,28.5626354029062
29,Brazil,6.15029181133602,6.22471028243126,6.29924839737071,6.37366686846595,6.4482049834054,6.52274309834485,6.59716156944009,6.67158004053533,6.67158004053533,6.67158004053533,6.67158004053533
35,Canada,4.20351588685184,4.15867778919179,4.18645064072749,4.2142234922632,4.2419963437989,4.26988073289098,4.29754204687031,4.29519975818658,4.31538805588924,4.31070347852177,4.26463846774167
39,Chile,1.70940860648903,1.77127547973725,1.72554779081465,1.76051602352017,1.73388636938289,1.76589575162871,1.70779468805647,1.72420285878752,1.63140254891518,1.57088060769409,1.60988363648101
40,China,12.8778413090614,12.800416828082,12.7282023347818,12.7071931712043,12.6958930783302,12.6893569275309,12.6808167538056,12.6770178210856,12.676760346472,12.6767072944018,12.6765905798473
45,Colombia,1.58900405588103,1.42947273546643,1.42226228030644,1.51599819738621,1.53826047769265,1.5606128886886,1.58287516899504,5.42496620099144,5.42676881478143,5.38170347003155,4.3965235691753
54,Czechia,32.9914540981484,32.650653890975,32.614269066425,32.3879823879824,32.2325822325822,32.2497085869706,32.2626602771662,32.327418728144,32.1719984457972,32.1799871770794,32.1787733522905
58,Denmark,60.525,62.475,60.45,60.19,60.8,58.791275,59.2625,59.185,59.71,59.8983,59.27325
67,"Egypt, Arab Rep.",2.88613190014566,2.82083479833241,2.84193078507208,2.72034758149581,2.65225777286654,2.87897644281481,2.79950313928374,2.92527881862474,3.06293636044,3.23371339595158,3.38038073233211
71,Estonia,15.2158527954706,14.9186128803963,14.6378862939372,14.6767885898321,15.0448585231194,15.527950310559,16.0110420979986,15.8830409356725,15.9766081871345,16.140350877193,16.233918128655
75,Finland,7.41954590325765,7.40564019875613,7.40103326861693,7.31876665898845,7.34081411036888,7.37817116909611,7.39034582606693,7.3769413003422,7.38352197946828,7.38656927582009,7.37974600250049
77,France,33.422456474851,33.3744249457134,33.3877568910634,33.4315879442688,33.4816283966783,33.7475367861245,33.5232971179256,33.7213605158915,33.1041334509467,32.9920410112555,32.793955697763
55,Germany,33.9845655105144,34.0687399586872,33.9530613415964,34.0403577161202,34.018343364861,33.9563148540962,33.6701396839936,33.694936600166,33.5766214437003,33.5270042073328,33.3838976501903
89,Greece,19.9146625290923,19.7982932505818,19.7051978277735,19.4724592707525,17.2536850271528,16.8425135764158,16.6020170674942,16.6244173778123,16.61206128782,16.5394134988363,16.5394134988363
109,India,52.8082631786061,52.7981730060978,52.6525381828945,52.617558918199,52.6246220389548,52.6078050847743,52.5755165327477,52.4336271815794,52.29329810742,52.2566927777909,52.2566927777909
106,Indonesia,12.5697795867845,12.5165178088744,12.5165178088744,12.5165178088744,12.5165178088744,12.6763031426047,13.4219680333461,14.0078475903573,14.0078475903573,14.0078475903573,14.0078475903573
111,Ireland,6.37015532007548,6.66482798664538,7.00551604006387,6.8811148207287,6.7525039918711,6.57570039192916,6.69182755116853,6.69182755116853,6.54666860211932,6.43054144287995,6.44505733778487
115,Israel,13.5674676524954,13.6645101663586,13.6229205175601,13.2070240295749,13.8863216266174,13.7338262476895,13.6321626617375,17.8835489833641,17.7218114602588,17.4676524953789,17.5600739371534
116,Italy,23.8132274667081,22.7243522545127,24.0702290695866,23.0861834585653,22.7514050548157,22.3219418500058,22.6465754536416,22.779370887129,22.7344970546264,23.3810805601301,23.0997879729606
119,Japan,11.7475994513032,11.6707818930041,11.6488340192044,11.6268861454047,11.5829903978052,11.5363511659808,11.4787379972565,11.4156378600823,11.363511659808,11.3141289437586,11.2592592592593
120,Kazakhstan,10.6248101640923,10.8088306108086,10.8650961217913,10.8881357187836,10.9161017890877,10.964588657999,10.9798125717672,10.9852946623699,11.0190021113457,10.8820609697374,10.9468459458458
126,"Korea, Rep.",15.5041152263374,15.3102171005247,15.6427910800534,15.3531911399421,15.1493379862465,15.0289907127097,14.5760034465427,14.323659111886,14.0894175553733,13.9754098360656,13.8524590163934
130,Lebanon,11.1436950146628,12.2189638318671,12.9032258064516,12.9032258064516,12.9032258064516,13.0009775171065,13.3919843597263,13.4086021505376,13.4095796676442,13.2258064516129,13.2258064516129
169,Malaysia,2.60021305737331,2.63460660477857,2.64312889971085,2.44315933647847,2.44711611626845,2.51197686805661,2.51407700502207,2.51407700502207,2.51407700502207,2.51407700502207,2.51407700502207
154,Mexico,11.7971141233056,11.6854857378019,11.6011214280203,11.5697420201137,11.3999845675043,11.3418555003987,11.1880449600041,10.4205355076005,10.2368888088685,9.97968054733918,10.3248540343116
163,Mongolia,0.793704500011249,0.829538214730516,0.847071216310427,0.826314000490195,0.842958765591553,0.852853038750098,0.849796378936942,0.849385399466266,0.852397327348443,0.85329470132759,0.860657492742906
