,Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
5,Albania,0.17179374492250613,0.17234334210493893,0.17313485599587852,0.17366096611923298,0.17411191765353687,0.1746544687182462,0.17519467107704767,0.17357876141245887,0.17612945602836505,0.17658275626857675,0.17710182027420773,0.17765376616254838,0.17824329134541436,0.17883516523418816,0.17938476241662102,0.17996019536403998,0.18041819301606735,0.18213979444650863,0.1823840598609232,0.1826846942171258,0.18304874363283985,0.18341514175446172,0.18334937798904238,0.18348795163760453,0.18415498411542897,0.1847116274155853,0.18521894789167712,0.18565815589644183,0.1859799286058149,0.18621010178478248,0.1808245191381224
9,Argentina,0.17229192134252258,0.17357599826660383,0.17384241422655342,0.17416643363730286,0.17562332091378385,0.175529715306234,0.17594734032453335,0.17542650912355084,0.17634816433634937,0.17694339999461506,0.17743302932641428,0.17805706671007995,0.1785898986299791,0.177802651469047,0.17966276290112737,0.1803444037355929,0.18105004600789182,0.1800251846124101,0.18154927591482434,0.18225731833090653,0.18174128741749068,0.18270854536217243,0.18353179467985445,0.18358939813065436,0.18422303608945334,0.18423503680837,0.1831501718183051,0.18441024730455305,0.18480867117258573,0.18549271215083465,0.18215171200444
10,Armenia,0.1721548116453634,0.17170954702449368,0.17166952323834808,0.17220484137804537,0.17278518627715644,0.17338054009607218,0.17456124178736715,0.17487893058989776,0.1763898285168939,0.1757469464519303,0.17666499204664482,0.1774354499299475,0.17765057778048005,0.17869619919353366,0.17865867689402218,0.1795867284352731,0.1800745183289225,0.18092502378451633,0.1811026293355374,0.1821407462886887,0.18300876215072123,0.18337147771266568,0.1837441992211465,0.1842995292539166,0.18525509714814262,0.18620065909583225,0.1867709980484069,0.18737635781385903,0.1877715927020467,0.18870965018983404,0.180539794842865
13,Australia,0.17202525512694586,0.17265302486087997,0.17288189923303587,0.17399902419262597,0.17399902419262597,0.1738900363867859,0.174445874176462,0.17534502352437198,0.17568288572471044,0.17635316070046447,0.1770288850564564,0.1779225850241285,0.17859830940246293,0.17927403375845485,0.17983532092836885,0.18062003309020086,0.1810668830740369,0.18162817026629338,0.1818570446384493,0.18218945743620735,0.18252731961420335,0.1829741695980394,0.18331203177603533,0.18354090617053373,0.1838787683485297,0.18410219334044775,0.18421118114628782,0.18432561833236574,0.18488145612204185,0.18521931830003782,0.18588959327579188
14,Austria,0.1714214972472532,0.17153215244847184,0.1719858387530524,0.17255571300870456,0.17335243043933135,0.1739167719224462,0.17437599099956408,0.17539401880994382,0.17619073621788628,0.17665548804485712,0.1772253623005093,0.17824339011088905,0.1784757660130323,0.17837064358435098,0.17961551452433666,0.1799585456503829,0.1812034165903686,0.18188394604723943,0.18245382032557592,0.18222697717328568,0.18279131865640053,0.18370422403809894,0.18359910160941761,0.18405278791399815,0.1848550380717936,0.18417450861492277,0.1851980691751555,0.1852036019476928,0.18531425714891145,0.185773476203345,0.18418004138746008
15,Azerbaijan,0.16682035966379843,0.16601772128974246,0.16399507258712134,0.1639683179746528,0.16479236003868364,0.16669461298519633,0.16754273420044885,0.16848182109809437,0.17005499231124413,0.171735181974268,0.17361335576955905,0.17526946628136125,0.17721987753031734,0.17860309099494048,0.18018161313058395,0.18075951275990426,0.18237281589175683,0.18354466791787857,0.18410116385722408,0.18555929023675913,0.18602214503246475,0.187239479899783,0.18824545332859988,0.18963936863821046,0.190268102031221,0.19116438154891682,0.19264391161842676,0.19329672416265897,0.19466656032104787,0.1955815680674717,0.17890274265458805
16,Burundi,0.1523609451933758,0.15021104598901985,0.14908345272543985,0.12602213266607687,0.14971178029701304,0.14964045662672634,0.15070691531577496,0.15415082968104654,0.15810759519933193,0.1614224476850371,0.16137489857151266,0.16448936550736476,0.16944805877491556,0.17272894760810328,0.1766449567433677,0.18008547474338757,0.1829587997463656,0.18587288113236464,0.18921150817483207,0.1915142438155166,0.19386792493497737,0.19620462422817936,0.1986635926704443,0.20118369568724065,0.20333359489159658,0.20451892636445632,0.20647523274946267,0.20905647034079047,0.20951497964977636,0.21176676981168469,0.2091006230890632
17,Belgium,0.17291914355934335,0.1732380157866616,0.17359958917015444,0.17358627971710752,0.17437375550715323,0.17471259191404184,0.1755006222362099,0.1759176516740648,0.17615056703417462,0.17648330329213613,0.1767162186522459,0.17728741586438496,0.1775203312472317,0.17764233452135433,0.179344834969636,0.1795777503297458,0.18048722939391407,0.18140225407488703,0.18116933869204027,0.18197345128702608,0.18231173313905533,0.18322675779729133,0.18277201826520717,0.183232303414096,0.1848238917763905,0.18415287368913671,0.18516771922248748,0.18528972251934706,0.18552263787945686,0.18643211694362513,0.18370367975112029
18,Benin,0.1671045386574488,0.16814557121082027,0.1696036439135845,0.17100841073259182,0.17217800453502424,0.17338522602010864,0.17420989939823123,0.17552686829105058,0.17627942194409021,0.17724519913215772,0.17740825242364966,0.1776653749217715,0.1774960503498376,0.17790995485900937,0.17818589119845726,0.17912344762453578,0.18016134453768629,0.18084804974608493,0.18145636394895862,0.1817291646481855,0.18300537021813185,0.1833157986000107,0.1841122512161443,0.1848930256311729,0.18539472806653265,0.18618490940222426,0.186692883118026,0.1876868810680825,0.18857740289084607,0.1895619939202396,0.18841434959935416
19,Burkina Faso,0.1643421746542262,0.1643754153853456,0.16433220243489038,0.1635743137653685,0.16390007293033845,0.16436211909289783,0.16492056337570346,0.16420921172974867,0.1661737389389042,0.16728397935829156,0.16901914552272332,0.16976373789979746,0.17043187659529704,0.17216371868661687,0.17423461623535438,0.17648168965902464,0.1786423371817845,0.1807464754616414,0.18396085416088567,0.18601180727095157,0.18773367714293554,0.18988767651947153,0.19152976863676902,0.19220787955160443,0.19398958273960332,0.1956050822720053,0.19720396143884758,0.1979020167923546,0.19960061815255503,0.19957402556765955,0.19855021104918258
