Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Argentina,65.6897886846076,62.7764270001158,66.0237268390512,64.0525460532938,64.2570688132501,66.935022110005,66.85836142486733,66.35044271429078,65.5006541389278,64.26854106750268,62.61364886873949
Australia,91.3881203715798,89.5733477218037,89.4073466396929,86.7358916116833,85.0932877904167,86.3621589053259,85.1596405747071,83.60492889023907,81.84499912054423,79.86860391347892,77.66449591689951
Austria,32.8686666470398,33.3809737923947,24.3021394265755,20.8350116189001,17.7210464814334,22.2220423230737,18.349244282401948,14.113762835132672,9.36106971250802,4.078623297258353,-1.7461180278859985
Belarus,99.5214214070784,99.4813664596273,99.275950517874,98.9811787856667,99.0960126673384,98.929053459304,98.74896513526839,98.55550328169552,98.34201420288062,98.10752118506025,97.8510475144711
Belgium,40.2640861956881,35.0225807176399,35.9515320812046,31.936127744511,33.4773852479651,39.2146431241732,39.4484028019553,39.52794892691722,39.663684111912985,39.86138223362784,40.12681716874705
Brazil,12.3855781442379,9.82967784157049,14.5983525869307,20.5461078347598,24.253239222485,23.4329117754259,25.682657352464837,28.712581356889984,32.09621242102472,35.85544391319375,40.01216920172169
Canada,23.0800058292043,22.5439321601328,21.4246109721025,20.7693406188697,20.7631254341213,21.067179533053,21.103908249877875,21.56399584374991,22.380583182127445,23.60131609779868,25.27384042355169
Chile,59.6121388622299,60.403573113387,63.5546443778584,64.1086703620064,57.1863734175446,56.3956650350856,49.96189279583831,40.399991469218335,27.44500616428705,10.689818414669844,-10.272690246007983
China,79.4010250633517,81.1740028026333,77.8598929691707,77.4244665797368,74.8228873696222,72.9620759739898,70.86413490244179,68.59161518206693,66.04792436119038,63.21943037078313,60.09250114181624
Colombia,27.8793080236941,16.53471026965,20.4498058968847,26.0013245414495,25.9616893212192,31.763188779576,31.75698652138984,30.951442512195342,29.42779775615692,27.087453590513398,23.831811352503465
Czechia,60.1322205551388,58.8803355766571,55.5550428553301,53.2683006231978,53.4008649055185,55.9153190665246,55.94565302821579,56.05127178517187,56.361124901469836,56.87798422970354,57.60462162246674
Denmark,66.0954145437703,57.5378239518578,49.2948112439334,51.9816941542181,41.8499875714641,31.8996787231838,19.461578850017045,4.170482272456219,-13.942776050311537,-35.11969504077604,-59.601773621427
"Egypt, Arab Rep.",89.9520422899807,90.673163665934,91.120587020434,91.1181196072597,91.1290922087205,91.7407144858966,91.23908438250456,90.75797153669077,90.077237326768,89.18384821975987,88.06477068269017
Estonia,5.80839247145943,5.63096253781122,5.76585610428679,3.90207156308851,5.05383255664471,7.15177114332341,8.075571961827054,9.639374556706509,11.704993385439735,14.327314750404636,17.561224953979085
