Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Argentina,26.8131850586366,30.6425842306356,27.2320408178313,29.3691309912423,29.6079396562957,26.2415750877847,26.407544906857062,26.958844014823384,27.80190516567484,28.967659359508282,30.48703759642048
Australia,5.3441308366086,6.59926666062771,5.58564442391322,7.2794356244066,7.40582605613379,5.29618354500626,5.4337693500051705,5.65520497117768,5.953258635508712,6.3332345644421615,6.800436979421924
Austria,56.470986545765,54.989401336074,63.753456556542,65.132455460883,66.5573876915087,59.9970856337937,61.65265875613298,63.314179340405076,65.09748684068863,66.97590690574539,68.92276518433678
Belarus,0.128958303481874,0.130434782608696,0.227280106496964,0.43799790522741,0.348351806535195,0.313948711930051,0.3552321616979188,0.40999771359985077,0.47177100474495376,0.5409629490206438,0.6179844603143373
Belgium,0.332505621689597,0.220190082458939,0.43738743705664,0.462489654836668,0.408380185169646,0.457238166446195,0.510982743716258,0.5802260534094398,0.6631549918064137,0.7607312280219092,0.8739164311706559
Brazil,78.1954260341836,80.5505146147582,75.1581545499291,68.4634457254122,63.2249839583781,61.8484936009848,58.198672944503514,53.64897042555819,48.61195673251271,43.05830668744599,36.95869511243674
Canada,58.1844015791844,59.0402343467615,59.7233020917269,58.8880788281009,57.2546166558885,56.7441929808868,56.465744708781585,56.08468440240149,55.65693611354452,55.17896017201051,54.6472169075994
Chile,35.9350696627726,31.970842907796,28.8999440868231,27.0129336891809,32.2765000139731,31.6778754957751,34.89564005741874,40.46540913770792,48.566401818177475,59.5194114586474,73.64523141893758
China,16.9489736500775,14.6241302346658,17.3087339499897,16.7313490296358,18.5524939791678,19.0698129653579,19.968990220288163,20.85580893518781,21.848048052707362,22.949791286128004,24.16512234873094
Colombia,67.9876817447496,80.1213015326613,76.3290448843402,70.9666273143482,70.9061345580579,64.9593578393729,66.46637241079887,69.40278886754848,73.76450018140048,79.72898071718802,87.47370483974387
